,Nbrpieces,Nbr_salle_deB,superficie,addresse
3518,4,3,100,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3519,6,4,270,"Almadies, Dakar, Sénégal"
3522,4,3,150,"Mamelles, Dakar, Sénégal"
3524,3,4,150,"Dakar, Sénégal"
3525,4,4,150,"Mamelles, Dakar, Sénégal"
3526,3,2,150,"Mamelles, Dakar, Sénégal"
3527,4,4,140,"Almadies, Dakar, Sénégal"
3528,3,3,150,"Mamelles, Dakar, Sénégal"
3530,3,1,90,"Mbao, Dakar, Sénégal"
3532,3,2,100,"Diamalaye 1, Dakar, Sénégal"
3533,3,1,150,"Keur Massar, Sénégal"
3535,2,2,60,"Mamelles, Dakar, Sénégal"
3537,4,4,100,"Damel, Dakar, Sénégal"
3538,3,4,100,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3539,3,2,125,"Almadies, Dakar, Sénégal"
3540,3,2,100,"Ouest Foire, Dakar, Sénégal"
3541,3,150,170,"Yoff, Dakar, Sénégal"
3544,4,3,150,"Almadies, Dakar, Sénégal"
3546,2,1,127,"Sicap foire, Dakar, Sénégal"
3547,3,2,131,"Sicap foire, Dakar, Sénégal"
3548,2,1,1,"Yoff, Dakar, Sénégal"
3549,3,2,110,"Sicap Liberté, Dakar, Sénégal"
3550,2,1,50,"Ouest Foire, Dakar, Sénégal"
3551,6,5,380,"Ouakam, Dakar, Sénégal"
3552,4,3,150,"Rufisque, Sénégal"
3553,3,2,90,"Sacré-Coeur, Dakar, Sénégal"
3554,4,3,105,"Sacré-Coeur, Dakar, Sénégal"
3557,4,4,200,"Sacré-Coeur, Dakar, Sénégal"
3558,2,1,75,"Ouakam, Dakar, Sénégal"
3559,3,3,100,"Dakar, Sénégal"
3560,2,2,127,"Parcelle Assainies, Dakar, Sénégal"
3561,3,2,132,"Grand Yoff, Dakar, Sénégal"
3562,2,1,40,"Ouest Foire, Dakar, Sénégal"
3564,4,2,100,"Ouakam, Dakar, Sénégal"
3567,4,4,200,"Point E, Dakar, Sénégal"
3568,3,2,100,"Ouakam, Dakar, Sénégal"
3570,3,1,150,"Diamniadio, Sénégal"
3583,1,1,200,"Ouakam, Dakar, Sénégal"
3584,4,3,180,"Dakar Plateau, Dakar, Sénégal"
3585,4,4,170,"Ngor, Dakar, Sénégal"
3587,4,2,127,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3589,3,1,100,"Sacré-Coeur, Dakar, Sénégal"
3592,3,2,100,"Mariste, Dakar, Sénégal"
3595,4,2,150,"Diamniadio, Sénégal"
3596,3,2,150,"Ouakam, Dakar, Sénégal"
3597,4,4,225,"Almadies, Dakar, Sénégal"
3598,3,2,110,"Ouest Foire, Dakar, Sénégal"
3599,3,3,100,"Dakar, Sénégal"
3600,4,2,160,"Mamelles, Dakar, Sénégal"
3601,2,2,75,"Ouest Foire, Dakar, Sénégal"
3604,4,3,170,"Sicap Liberté, Dakar, Sénégal"
3605,5,4,280,"Sacré-Coeur, Dakar, Sénégal"
3608,3,3,25,"Sicap Liberté, Dakar, Sénégal"
3611,4,3,135,"Dakar, Sénégal"
3617,4,4,187,"Yoff, Dakar, Sénégal"
3621,4,4,152,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3622,1,1,150,"Sipres, Dakar, Sénégal"
3623,3,3,150,"Sacré-Coeur, Dakar, Sénégal"
3624,2,1,58,"Sicap foire, Dakar, Sénégal"
3627,4,4,150,"Ngor, Dakar, Sénégal"
3628,4,4,150,"Ngor, Dakar, Sénégal"
3629,3,3,120,"Ouakam, Dakar, Sénégal"
3630,4,4,210,"Almadies, Dakar, Sénégal"
3631,2,1,8,"Parcelle Assainies, Dakar, Sénégal"
3632,6,5,350,"Almadies, Dakar, Sénégal"
3638,3,3,120,"Sacré-Coeur, Dakar, Sénégal"
3639,3,3,120,"Point E, Dakar, Sénégal"
3642,3,2,30,"Saint Louis, Sénégal"
3646,5,2,150,"Mamelles, Dakar, Sénégal"
3647,4,3,157,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3649,4,4,160,"Almadies, Dakar, Sénégal"
3650,4,3,200,"Mariste, Dakar, Sénégal"
3651,5,4,1,"Mamelles, Dakar, Sénégal"
3652,4,2,100,"Dakar, Sénégal"
3653,4,4,300,"Almadies, Dakar, Sénégal"
3657,3,3,150,"Mamelles, Dakar, Sénégal"
3661,4,2,140,"Mamelles, Dakar, Sénégal"
3662,3,2,125,"Mamelles, Dakar, Sénégal"
3663,3,3,200,"Dakar Plateau, Dakar, Sénégal"
3664,4,2,150,"Sicap Liberté, Dakar, Sénégal"
3665,2,1,100,"Mamelles, Dakar, Sénégal"
3667,3,2,150,"Ngor, Dakar, Sénégal"
3668,4,3,180,"Point E, Dakar, Sénégal"
3669,3,2,117,"Point E, Dakar, Sénégal"
3671,3,1,75,"Patte d'oie, Dakar, Sénégal"
3672,3,3,180,"Mbao, Dakar, Sénégal"
3673,5,5,200,"Mamelles, Dakar, Sénégal"
3674,4,5,250,"Mamelles, Dakar, Sénégal"
3675,4,5,225,"Almadies, Dakar, Sénégal"
3678,2,1,40,"Ouest Foire, Dakar, Sénégal"
3680,2,2,75,"Mariste, Dakar, Sénégal"
3681,5,2,160,"Sicap foire, Dakar, Sénégal"
3682,2,2,50,"Dieuppeul-Derklé, Dakar, Sénégal"
3684,3,2,60,"Yoff, Dakar, Sénégal"
3688,4,3,135,"Sacré-Coeur, Dakar, Sénégal"
3689,3,2,100,"Sacré-Coeur, Dakar, Sénégal"
3690,4,3,200,"Dakar, Sénégal"
3691,3,4,150,"Ouest Foire, Dakar, Sénégal"
3693,2,2,75,"Ouest Foire, Dakar, Sénégal"
3694,3,3,180,"Mamelles, Dakar, Sénégal"
3696,4,4,225,"Almadies, Dakar, Sénégal"
3697,4,1,150,"Almadies, Dakar, Sénégal"
3698,3,4,1,"Ngor, Dakar, Sénégal"
3699,2,2,80,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3701,4,3,198,"Mariste, Dakar, Sénégal"
3702,4,3,100,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3704,5,4,1,"Mamelles, Dakar, Sénégal"
3705,3,2,80,"Sacré-Coeur, Dakar, Sénégal"
3706,1,1,20,"Sacré-Coeur, Dakar, Sénégal"
3709,4,2,148,"Sicap Liberté, Dakar, Sénégal"
3711,3,2,80,"Mamelles, Dakar, Sénégal"
3713,3,2,100,"Diamniadio, Sénégal"
3714,4,4,230,"Almadies, Dakar, Sénégal"
3715,3,2,70,"Mbao, Dakar, Sénégal"
3716,3,3,94,"Sacré-Coeur, Dakar, Sénégal"
3717,3,1,1,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3718,4,3,90,"Dakar, Sénégal"
3720,3,2,1,"Rufisque, Sénégal"
3721,2,1,1,"Rufisque, Sénégal"
3722,5,5,310,"Almadies, Dakar, Sénégal"
3726,3,3,1,"Ngor, Dakar, Sénégal"
3727,3,3,1,"Ngor, Dakar, Sénégal"
3735,4,2,144,"Point E, Dakar, Sénégal"
3736,4,3,190,"Sicap Liberté, Dakar, Sénégal"
3737,4,3,250,"Sicap Liberté, Dakar, Sénégal"
3740,4,5,10,"Almadies, Dakar, Sénégal"
3742,5,4,75,"Dieuppeul-Derklé, Dakar, Sénégal"
3743,3,2,70,"Ouakam, Dakar, Sénégal"
3744,4,2,90,"Sicap foire, Dakar, Sénégal"
3745,5,4,140,"Yoff, Dakar, Sénégal"
3746,4,5,180,"Point E, Dakar, Sénégal"
3747,2,1,40,"Ouest Foire, Dakar, Sénégal"
3748,3,2,100,"Keur Massar, Sénégal"
3750,4,3,150,"Keur Massar, Sénégal"
3751,3,2,150,"Keur Massar, Sénégal"
3753,3,2,120,"Almadies, Dakar, Sénégal"
3754,4,3,150,"Rufisque, Sénégal"
3755,4,2,128,"Point E, Dakar, Sénégal"
3756,3,2,80,"Dakar, Sénégal"
3757,2,2,100,"Mariste, Dakar, Sénégal"
3758,3,2,1,"Ouest Foire, Dakar, Sénégal"
3760,5,5,330,"Almadies, Dakar, Sénégal"
3761,3,2,110,"Sicap foire, Dakar, Sénégal"
3767,3,3,138,"Yoff, Dakar, Sénégal"
3768,4,3,137,"Mamelles, Dakar, Sénégal"
3770,4,3,200,"Dakar Plateau, Dakar, Sénégal"
3771,2,2,1,"Almadies, Dakar, Sénégal"
3772,3,2,65,"Fann, Dakar, Sénégal"
3773,4,3,150,"Mbao, Dakar, Sénégal"
3775,5,3,150,"Mamelles, Dakar, Sénégal"
3776,4,5,200,"Almadies, Dakar, Sénégal"
3777,5,5,330,"Almadies, Dakar, Sénégal"
3778,1,1,100,"Rufisque, Sénégal"
3780,5,2,180,"Mamelles, Dakar, Sénégal"
3781,4,3,300,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3782,4,3,200,"Yoff, Dakar, Sénégal"
3783,4,3,200,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3784,5,5,230,"Yoff, Dakar, Sénégal"
3785,3,3,150,"Yoff, Dakar, Sénégal"
3787,4,3,150,"Mariste, Dakar, Sénégal"
3789,4,3,200,"Mamelles, Dakar, Sénégal"
3790,4,2,160,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3791,4,3,200,"Yoff, Dakar, Sénégal"
3793,3,2,5,"Ouest Foire, Dakar, Sénégal"
3794,3,2,75,"Mamelles, Dakar, Sénégal"
3795,4,2,160,"Mamelles, Dakar, Sénégal"
3796,3,2,100,"Almadies 2, Dakar, Sénégal"
3800,3,3,98,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3802,4,4,240,"Dakar Plateau, Dakar, Sénégal"
3803,3,2,131,"Yoff, Dakar, Sénégal"
3805,2,1,90,"Dakar, Sénégal"
3807,2,2,120,"Almadies, Dakar, Sénégal"
3808,3,1,155,"Mbao, Dakar, Sénégal"
3809,4,2,1,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3810,3,2,160,"Mamelles, Dakar, Sénégal"
3811,5,3,143,"Point E, Dakar, Sénégal"
3812,3,2,150,"Ouakam, Dakar, Sénégal"
3813,5,3,150,"Almadies, Dakar, Sénégal"
3814,4,3,200,"Dakar Plateau, Dakar, Sénégal"
3816,2,2,150,"Dakar, Sénégal"
3818,3,2,132,"Sicap foire, Dakar, Sénégal"
3820,4,3,100,"Yoff, Dakar, Sénégal"
3821,3,2,150,"Ouest Foire, Dakar, Sénégal"
3822,3,1,80,"Rufisque, Sénégal"
3823,3,1,135,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3824,2,1,150,"Ngor, Dakar, Sénégal"
3825,2,2,100,"Ouest Foire, Dakar, Sénégal"
3826,2,2,127,"Sipres, Dakar, Sénégal"
3827,1,1,45,"Yoff, Dakar, Sénégal"
3831,4,3,150,"Dieuppeul-Derklé, Dakar, Sénégal"
3832,1,1,55,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3833,3,2,150,"Dakar Plateau, Dakar, Sénégal"
3838,4,3,120,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3840,4,4,140,"Dakar, Sénégal"
3841,4,3,200,"Dakar Plateau, Dakar, Sénégal"
3842,3,3,200,"Dakar Plateau, Dakar, Sénégal"
3843,4,3,20,"Dakar Plateau, Dakar, Sénégal"
3844,2,1,50,"Parcelle Assainies, Dakar, Sénégal"
3845,2,3,150,"Mariste, Dakar, Sénégal"
3847,3,3,150,"Mamelles, Dakar, Sénégal"
3848,5,3,180,"Mamelles, Dakar, Sénégal"
3850,4,2,150,"Rufisque, Sénégal"
3851,2,2,100,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3853,4,2,95,"Yoff, Dakar, Sénégal"
3854,4,3,200,"Dakar Plateau, Dakar, Sénégal"
3855,4,5,12,"Dakar Plateau, Dakar, Sénégal"
3856,2,1,12,"Dakar Plateau, Dakar, Sénégal"
3858,3,2,80,"Sicap foire, Dakar, Sénégal"
3859,2,2,65,"Point E, Dakar, Sénégal"
3860,4,4,190,"Point E, Dakar, Sénégal"
3861,4,5,260,"Point E, Dakar, Sénégal"
3864,3,2,75,"Sicap Liberté, Dakar, Sénégal"
3865,2,1,1,"Rufisque, Sénégal"
3866,3,3,120,"Sacré-Coeur, Dakar, Sénégal"
3868,4,3,140,"Sipres, Dakar, Sénégal"
3869,2,3,12,"Mamelles, Dakar, Sénégal"
3870,1,1,10,"Mamelles, Dakar, Sénégal"
3871,1,1,43,"Yoff, Dakar, Sénégal"
3872,4,5,12,"Dakar Plateau, Dakar, Sénégal"
3873,3,3,12,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3874,4,4,138,"Yoff, Dakar, Sénégal"
3875,2,1,100,"Almadies, Dakar, Sénégal"
3878,4,3,120,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3879,4,2,100,"Sipres, Dakar, Sénégal"
3880,4,5,12,"Dakar Plateau, Dakar, Sénégal"
3881,3,2,150,"Mariste, Dakar, Sénégal"
3882,4,2,300,"Yoff, Dakar, Sénégal"
3885,4,3,118,"Almadies, Dakar, Sénégal"
3886,3,2,1,"HLM, Dakar, Sénégal"
3891,3,4,150,"Ouest Foire, Dakar, Sénégal"
3892,4,3,118,"Almadies, Dakar, Sénégal"
3893,4,5,12,"Dakar Plateau, Dakar, Sénégal"
3895,4,3,12,"Sicap Liberté, Dakar, Sénégal"
3896,3,2,200,"Dakar, Sénégal"
3897,4,4,217,"Mamelles, Dakar, Sénégal"
3898,3,3,150,"Ouest Foire, Dakar, Sénégal"
3903,4,4,200,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3904,4,3,210,"Ngor, Dakar, Sénégal"
3905,2,1,80,"Dakar, Sénégal"
3906,5,5,400,"Almadies, Dakar, Sénégal"
3907,4,4,250,"Almadies, Dakar, Sénégal"
3913,3,2,131,"Yoff, Dakar, Sénégal"
3916,3,2,80,"Sacré-Coeur, Dakar, Sénégal"
3921,4,3,100,"Mbao, Dakar, Sénégal"
3922,9,4,200,"Almadies, Dakar, Sénégal"
3924,3,1,90,"Dakar, Sénégal"
3926,3,2,200,"Dakar, Sénégal"
3929,2,2,100,"Yoff, Dakar, Sénégal"
3930,3,2,100,"Mariste, Dakar, Sénégal"
3932,4,2,100,"Dakar, Sénégal"
3933,3,3,145,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3935,4,2,137,"Ngor, Dakar, Sénégal"
3944,3,2,170,"Sicap Liberté, Dakar, Sénégal"
3950,3,2,160,"Mamelles, Dakar, Sénégal"
3951,3,2,150,"Mamelles, Dakar, Sénégal"
3952,4,2,150,"Hann Bel-Air, Dakar, Sénégal"
3954,2,2,75,"Pikine, Sénégal"
3955,4,3,200,"Mariste, Dakar, Sénégal"
3957,3,3,250,"Dakar, Sénégal"
3958,3,2,120,"Dakar, Sénégal"
3960,4,4,170,"Yoff, Dakar, Sénégal"
3961,3,2,1,"Sicap Liberté, Dakar, Sénégal"
3962,4,3,190,"Almadies, Dakar, Sénégal"
3963,4,3,200,"Mariste, Dakar, Sénégal"
3966,2,1,100,"Ouakam, Dakar, Sénégal"
3971,4,5,12,"Dakar Plateau, Dakar, Sénégal"
3972,4,5,12,"Dakar Plateau, Dakar, Sénégal"
3976,3,2,115,"Almadies, Dakar, Sénégal"
3977,4,3,160,"Almadies, Dakar, Sénégal"
3982,4,5,12,"Dakar Plateau, Dakar, Sénégal"
3983,5,4,140,"Yoff, Dakar, Sénégal"
3985,4,3,138,"Yoff, Dakar, Sénégal"
3986,4,5,12,"Dakar Plateau, Dakar, Sénégal"
3987,4,3,200,"Sacré-Coeur, Dakar, Sénégal"
3990,3,2,100,"Mermoz-Sacré Coeur, Dakar, Sénégal"
3992,3,1,150,"Mariste, Dakar, Sénégal"
3993,1,1,25,"Rufisque, Sénégal"
3994,4,2,200,"Rufisque, Sénégal"
3995,3,3,120,"Sipres, Dakar, Sénégal"
3996,4,1,180,"Sicap Liberté, Dakar, Sénégal"
3997,4,4,200,"Almadies, Dakar, Sénégal"
4000,3,1,150,"Ouakam, Dakar, Sénégal"
4002,2,2,65,"Mamelles, Dakar, Sénégal"
4003,4,3,180,"Mermoz-Sacré Coeur, Dakar, Sénégal"
4004,4,4,140,"Yoff, Dakar, Sénégal"
4005,2,2,128,"Sicap foire, Dakar, Sénégal"
4006,3,2,132,"Sipres, Dakar, Sénégal"
4007,4,5,160,"Almadies, Dakar, Sénégal"
4009,2,2,128,"Almadies, Dakar, Sénégal"
4010,4,5,12,"Dakar Plateau, Dakar, Sénégal"
4012,2,1,65,"Point E, Dakar, Sénégal"
4013,1,2,120,"Ouakam, Dakar, Sénégal"
4019,2,2,70,"Dakar, Sénégal"
4021,7,6,300,"Damel, Dakar, Sénégal"
4022,3,3,93,"Dakar, Sénégal"
4024,4,4,130,"Dakar, Sénégal"
4026,3,2,130,"Yoff, Dakar, Sénégal"
4027,3,2,132,"Yoff, Dakar, Sénégal"
4028,4,5,12,"Dakar Plateau, Dakar, Sénégal"
4029,4,3,200,"Ngor, Dakar, Sénégal"
4030,3,2,80,"Mamelles, Dakar, Sénégal"
4032,3,2,100,"Mermoz-Sacré Coeur, Dakar, Sénégal"
4033,4,2,150,"Mamelles, Dakar, Sénégal"
4034,4,3,238,"Mermoz-Sacré Coeur, Dakar, Sénégal"
4036,4,3,250,"Ouakam, Dakar, Sénégal"
4037,4,3,143,"Almadies, Dakar, Sénégal"
4038,2,1,75,"Fann, Dakar, Sénégal"
4039,4,3,143,"Yoff, Dakar, Sénégal"
4041,2,2,65,"Mariste, Dakar, Sénégal"
4042,4,1,160,"Almadies 2, Dakar, Sénégal"
4043,2,1,120,"Dakar, Sénégal"
4044,2,2,120,"Dakar, Sénégal"
4045,4,3,150,"Dakar Plateau, Dakar, Sénégal"
4046,4,5,280,"Yoff, Dakar, Sénégal"
4047,4,4,145,"Mamelles, Dakar, Sénégal"
4048,4,2,150,"Mermoz-Sacré Coeur, Dakar, Sénégal"
4049,4,1,150,"Mbao, Dakar, Sénégal"
4050,2,2,88,"Mamelles, Dakar, Sénégal"
4051,4,3,180,"Mamelles, Dakar, Sénégal"
4052,3,2,120,"Sicap Liberté, Dakar, Sénégal"
4053,3,2,70,"Sicap Liberté, Dakar, Sénégal"
4054,4,4,140,"Mamelles, Dakar, Sénégal"
4055,4,3,200,"Yoff, Dakar, Sénégal"
4056,5,4,280,"Mamelles, Dakar, Sénégal"
4057,4,4,250,"Yoff, Dakar, Sénégal"
4058,4,5,241,"Yoff, Dakar, Sénégal"
4059,3,2,95,"Sicap Liberté, Dakar, Sénégal"
4060,4,5,245,"Yoff, Dakar, Sénégal"
4061,4,3,150,"Ouakam, Dakar, Sénégal"
4062,4,4,150,"Almadies, Dakar, Sénégal"
4063,4,4,130,"Mamelles, Dakar, Sénégal"
4064,4,1,135,"Dieuppeul-Derklé, Dakar, Sénégal"
4065,4,5,267,"Yoff, Dakar, Sénégal"
4066,4,1,130,"Sacré-Coeur, Dakar, Sénégal"
4067,4,4,140,"Mamelles, Dakar, Sénégal"
4068,5,5,283,"Almadies, Dakar, Sénégal"
4069,3,2,130,"Ouakam, Dakar, Sénégal"
4070,2,2,128,"Mamelles, Dakar, Sénégal"
4071,5,6,12,"Ouakam, Dakar, Sénégal"
4072,4,4,12,"Dakar Plateau, Dakar, Sénégal"
4073,4,1,137,"Ngor, Dakar, Sénégal"
4074,4,5,12,"Dakar Plateau, Dakar, Sénégal"
4075,4,4,265,"Almadies, Dakar, Sénégal"
4076,4,4,150,"Ngor, Dakar, Sénégal"
4077,3,2,80,"Mermoz-Sacré Coeur, Dakar, Sénégal"
4080,4,5,12,"Dakar Plateau, Dakar, Sénégal"
4081,4,5,238,"Point E, Dakar, Sénégal"
4083,4,3,138,"Yoff, Dakar, Sénégal"
4084,4,3,118,"Almadies, Dakar, Sénégal"
4086,4,5,12,"Dakar Plateau, Dakar, Sénégal"
4087,3,2,101,"Sicap Liberté, Dakar, Sénégal"
4089,4,5,245,"Yoff, Dakar, Sénégal"
4092,3,3,150,"Mamelles, Dakar, Sénégal"
4094,4,3,280,"Yoff, Dakar, Sénégal"
4096,3,2,98,"Ouest Foire, Dakar, Sénégal"
4097,1,1,50,"Sacré-Coeur, Dakar, Sénégal"
4098,5,5,320,"Almadies, Dakar, Sénégal"
4100,2,2,1,"Rufisque, Sénégal"
4102,4,3,160,"Sipres, Dakar, Sénégal"
4103,3,2,130,"Yoff, Dakar, Sénégal"
4104,4,5,100,"Mermoz-Sacré Coeur, Dakar, Sénégal"
4105,4,2,160,"Sacré-Coeur, Dakar, Sénégal"
4107,4,3,160,"Mamelles, Dakar, Sénégal"
4110,4,4,12,"Dakar Plateau, Dakar, Sénégal"
4113,4,3,187,"Sicap Liberté, Dakar, Sénégal"
4119,4,1,150,"Mbao, Dakar, Sénégal"
4120,4,2,157,"Mermoz-Sacré Coeur, Dakar, Sénégal"
4121,3,2,150,"Sicap foire, Dakar, Sénégal"
4122,4,3,138,"Sicap foire, Dakar, Sénégal"
4123,5,2,160,"Grand Yoff, Dakar, Sénégal"
4128,4,3,200,"Almadies, Dakar, Sénégal"
4129,4,2,1,"Mamelles, Dakar, Sénégal"
4130,2,1,127,"Sipres, Dakar, Sénégal"
4134,3,3,135,"Dakar Plateau, Dakar, Sénégal"
4135,4,4,193,"Dakar Plateau, Dakar, Sénégal"
4136,4,4,193,"Dakar Plateau, Dakar, Sénégal"
4137,6,5,285,"Dakar Plateau, Dakar, Sénégal"
4138,4,3,200,"Sicap Liberté, Dakar, Sénégal"
4139,2,1,5,"Sicap foire, Dakar, Sénégal"
4140,4,2,150,"Mermoz-Sacré Coeur, Dakar, Sénégal"
4143,3,3,134,"Mermoz-Sacré Coeur, Dakar, Sénégal"
4144,4,3,138,"Sacré-Coeur, Dakar, Sénégal"
4145,5,2,160,"Mamelles, Dakar, Sénégal"
4147,3,2,90,"Ouakam, Dakar, Sénégal"
4150,2,1,75,"Dakar, Sénégal"
4151,3,4,150,"Yoff, Dakar, Sénégal"
4152,2,2,140,"Yoff, Dakar, Sénégal"
4153,3,2,150,"Mbao, Dakar, Sénégal"
4154,2,2,150,"Ouakam, Dakar, Sénégal"
4155,3,3,140,"Almadies, Dakar, Sénégal"
4156,4,1,225,"Sicap Liberté, Dakar, Sénégal"
4157,4,3,160,"Mermoz-Sacré Coeur, Dakar, Sénégal"
4158,4,3,130,"Sicap Liberté, Dakar, Sénégal"
4159,4,5,225,"Almadies, Dakar, Sénégal"
